1.839,610.0
1.842,320.0
1.844,-45.0
1.847,-250.0
1.85,-270.0
1.853,-240.0
1.856,-240.0
1.858,-250.0
1.861,-255.0
1.864,-245.0
1.867,-245.0
1.869,-245.0
1.872,-255.0
1.875,-260.0
1.878,-260.0
1.881,-270.0
1.883,-245.0
1.886,-245.0
1.889,-250.0
1.892,-265.0
1.894,-270.0
1.897,-270.0
1.9,-265.0
1.903,-260.0
1.906,-260.0
1.908,-270.0
1.911,-280.0
1.914,-280.0
1.917,-270.0
1.919,-255.0
1.922,-265.0
1.925,-280.0
1.928,-290.0
1.931,-275.0
1.933,-265.0
1.936,-255.0
1.939,-260.0
1.942,-260.0
1.944,-280.0
1.947,-280.0
1.95,-265.0
1.953,-260.0
1.956,-255.0
1.958,-260.0
1.961,-275.0
1.964,-270.0
1.967,-275.0
1.969,-265.0
1.972,-265.0
1.975,-270.0
1.978,-280.0
1.981,-285.0
1.983,-280.0
1.986,-255.0
1.989,-270.0
1.992,-280.0
1.994,-290.0
1.997,-290.0
2.0,-270.0
2.003,-270.0
2.006,-285.0
2.008,-300.0
2.011,-300.0
2.014,-300.0
2.017,-295.0
2.019,-275.0
2.022,-295.0
2.025,-300.0
2.028,-310.0
2.031,-310.0
2.033,-315.0
2.036,-310.0
2.039,-310.0
2.042,-335.0
2.044,-345.0
2.047,-355.0
2.05,-350.0
2.053,-345.0
2.056,-360.0
2.0580000000000003,-370.0
2.061,-375.0
2.064,-385.0
2.067,-370.0
2.069,-370.0
2.072,-385.0
2.075,-400.0
2.0780000000000003,-415.0
2.081,-405.0
2.083,-410.0
2.086,-390.0
2.089,-405.0
2.092,-410.0
2.094,-425.0
2.097,-420.0
2.1,-410.0
2.103,-405.0
2.106,-400.0
2.108,-400.0
2.111,-405.0
2.114,-385.0
2.117,-365.0
2.119,-345.0
2.122,-335.0
2.125,-325.0
2.128,-310.0
2.131,-295.0
2.133,-275.0
2.136,-255.0
2.139,-250.0
2.142,-240.0
2.144,-245.0
2.147,-230.0
2.15,-205.0
2.153,-200.0
2.156,-200.0
2.158,-205.0
2.161,-210.0
2.164,-220.0
2.167,-195.0
2.169,-190.0
2.172,-200.0
