6.523,2765.0
6.531000000000001,2475.0
6.539,1085.0
6.547000000000001,-155.0
6.555,-295.0
6.562,-255.0
6.57,-305.0
6.577999999999999,-315.0
6.586,-335.0
6.593999999999999,-335.0
6.602,-315.0
6.609,-315.0
6.617000000000001,-285.0
6.625,-265.0
6.632999999999999,-255.0
6.641,-255.0
6.648,-215.0
6.656000000000001,-185.0
6.664,-145.0
6.672000000000001,-165.0
6.68,-145.0
6.688,-125.0
6.695,-125.0
6.702999999999999,-95.0
6.711,-125.0
6.718999999999999,-155.0
6.727,-145.0
6.734,-205.0
6.742000000000001,-215.0
6.75,-215.0
6.757999999999999,-175.0
6.766,-195.0
6.773,-85.0
6.781000000000001,-55.0
6.789,-95.0
6.797000000000001,-85.0
6.805,-115.0
6.812,-125.0
6.82,-115.0
6.827999999999999,-125.0
6.836,-145.0
6.843999999999999,-125.0
6.852,-105.0
6.859,-105.0
6.867000000000001,-115.0
6.875,-105.0
6.882999999999999,-75.0
6.891,-85.0
6.898,-95.0
6.906000000000001,-95.0
6.914,-75.0
6.922000000000001,-85.0
6.93,-105.0
6.938,-95.0
6.945,-85.0
6.952999999999999,-85.0
6.961,-95.0
6.968999999999999,-115.0
6.977,-85.0
6.984,-105.0
6.992000000000001,-55.0
7.0,-45.0
7.007999999999999,-5.0
7.016,15.0
7.023,65.0
7.031000000000001,35.0
7.039,15.0
7.047000000000001,-25.0
7.055,-45.0
7.062,-85.0
7.07,-75.0
7.077999999999999,-105.0
7.086,-155.0
7.093999999999999,-185.0
7.102,-145.0
7.109,-135.0
7.117000000000001,-145.0
7.125,-115.0
7.132999999999999,-645.0
7.141,-675.0
7.148,275.0
7.156000000000001,1925.0
7.164,2745.0
7.172000000000001,2535.0
7.18,1725.0
7.188,45.0
7.195,-335.0
7.202999999999999,-265.0
7.211,-265.0
7.218999999999999,-285.0
7.227,-285.0
7.234,-315.0
7.242000000000001,-295.0
7.25,-275.0
7.257999999999999,-275.0
7.266,-265.0
7.273,-235.0
7.281000000000001,-225.0
7.289,-195.0
7.297000000000001,-175.0
7.305,-155.0
7.312,-145.0
7.32,-205.0
7.327999999999999,-125.0
7.336,-105.0
7.343999999999999,-105.0
7.352,-95.0
7.359,-125.0
7.367000000000001,-115.0
7.375,-145.0
7.382999999999999,-165.0
7.391,-145.0
7.398,-135.0
7.406000000000001,-85.0
7.414,-65.0
7.422000000000001,-65.0
7.43,-85.0
7.438,-95.0
7.445,-85.0
7.452999999999999,-75.0
7.461,-115.0
7.468999999999999,-115.0
7.477,-135.0
7.484,-105.0
7.492000000000001,-145.0
7.5,-115.0
7.507999999999999,-125.0
7.516,-135.0
7.523,-125.0
7.531000000000001,-145.0
7.539,-85.0
7.547000000000001,-95.0
7.555,-145.0
7.562,-105.0
7.57,-105.0
7.577999999999999,-105.0
7.586,-145.0
7.593999999999999,-105.0
7.602,-135.0
7.609,-125.0
7.617000000000001,-85.0
7.625,-75.0
7.632999999999999,-85.0
7.641,-105.0
7.648,5.0
7.656000000000001,65.0
7.664,-15.0
7.672000000000001,-85.0
7.68,-105.0
7.688,-105.0
7.695,-105.0
7.702999999999999,-155.0
7.711,-165.0
7.718999999999999,-185.0
7.727,-195.0
7.734,-185.0
7.742000000000001,-185.0
7.75,-165.0
7.757999999999999,-165.0
7.766,-745.0
7.773,-685.0
7.781000000000001,545.0
7.789,2165.0
